Protein_1	Protein_2	Type	Score
NP_012243.3	NP_015381.1	binding	966
NP_009637.1	NP_010115.1	binding	359
NP_010372.3	NP_014565.2	binding	900
NP_010682.3	NP_011769.1	binding	985
NP_011576.1	NP_014830.1	binding	351
NP_010281.1	NP_116684.3	binding	396
NP_011098.3	NP_015303.1	binding	970
NP_009806.3	NP_009976.1	binding	284
NP_012727.1	NP_014093.1	binding	268
NP_010529.3	NP_015513.1	binding	927
NP_010624.3	NP_012923.3	binding	982
NP_116710.1	NP_011467.1	binding	985
NP_011859.1	NP_014811.3	binding	224
NP_010624.3	NP_011848.1	binding	319
NP_011576.1	NP_014527.1	binding	311
NP_010736.3	NP_013963.1	binding	985
NP_116659.1	NP_011467.1	binding	985
NP_009685.3	NP_010584.1	binding	903
NP_011702.1	NP_012778.1	binding	271
NP_011748.3	NP_015428.1	binding	940
NP_013811.1	NP_014267.1	binding	900
NP_010232.1	NP_012332.1	binding	254
NP_012845.1	NP_013230.1	binding	920
NP_010133.1	NP_011617.1	binding	985
NP_010186.1	NP_012259.3	binding	977
NP_010064.1	NP_012481.3	binding	941
NP_010079.1	NP_010877.3	binding	175
NP_010172.1	NP_014167.1	binding	982
NP_013544.1	NP_014793.1	binding	879
NP_012018.1	NP_013617.1	binding	967
NP_010065.2	NP_014508.1	binding	662
NP_116696.2	NP_015309.1	binding	206
NP_010953.1	NP_013764.1	binding	900
NP_011437.3	NP_014867.1	binding	315
NP_013360.1	NP_014414.3	binding	937
NP_010133.1	NP_012501.1	binding	755
NP_012039.1	NP_014930.1	binding	908
NP_010946.3	NP_012913.3	binding	913
NP_009810.3	NP_010693.3	binding	670
NP_009847.4	NP_015354.1	binding	781
NP_009551.2	NP_010585.3	binding	900
NP_009992.1	NP_010219.1	binding	264
NP_011098.3	NP_011467.1	binding	670
NP_011372.3	NP_014093.1	binding	297
NP_013379.1	NP_015432.1	binding	963
NP_010278.3	NP_010446.3	binding	662
NP_009370.1	NP_013064.1	binding	995
NP_011736.1	NP_013544.1	binding	948
NP_009813.1	NP_013179.1	binding	235
NP_012040.1	NP_013066.1	binding	900
NP_009929.1	NP_012727.1	binding	574
NP_011386.2	NP_011903.1	binding	183
NP_011386.2	NP_012727.1	binding	298
NP_011903.1	NP_014393.1	binding	829
NP_011617.1	NP_012535.3	binding	951
NP_011062.1	NP_011668.3	binding	260
NP_012540.3	NP_013866.1	binding	989
NP_010447.3	NP_010704.1	binding	905
NP_009704.1	NP_011859.1	binding	985
NP_011386.2	NP_013737.1	binding	761
NP_010587.1	NP_012035.1	binding	258
NP_116665.1	NP_011748.3	binding	922
NP_011734.3	NP_012040.1	binding	900
NP_009872.1	NP_013847.1	binding	963
NP_013714.1	NP_014980.3	binding	206
NP_010946.3	NP_011605.1	binding	985
NP_012602.3	NP_015158.1	binding	912
NP_116710.1	NP_014800.3	binding	985
NP_010253.2	NP_010476.1	binding	173
NP_014403.3	NP_015354.1	binding	914
NP_013629.1	NP_015247.1	binding	900
NP_010401.1	NP_011372.3	binding	342
NP_010181.2	NP_015317.1	binding	212
NP_011372.3	NP_015312.1	binding	708
NP_012203.1	NP_012332.1	binding	929
NP_010277.1	NP_010938.1	binding	985
NP_011687.1	NP_011780.3	binding	890
NP_009806.3	NP_014175.1	binding	900
NP_009365.1	NP_012749.1	binding	900
NP_010626.1	NP_011661.2	binding	720
NP_012259.3	NP_014904.3	binding	977
NP_010413.3	NP_012903.1	binding	280
NP_013777.1	NP_015261.1	binding	209
NP_012039.1	NP_014175.1	binding	906
NP_010917.3	NP_013093.1	binding	956
NP_011078.3	NP_013408.1	binding	632
NP_009917.1	NP_116699.3	binding	325
NP_011929.1	NP_012018.1	binding	172
NP_011761.3	NP_014217.1	binding	750
NP_011037.3	NP_012332.1	binding	609
NP_012916.1	NP_014003.1	binding	175
NP_011302.1	NP_011711.3	binding	553
NP_012989.3	NP_013764.1	binding	770
NP_010624.3	NP_014147.1	binding	879
NP_015317.1	NP_015350.1	binding	288
NP_011957.1	NP_014275.3	binding	732
NP_012243.3	NP_012123.1	binding	967
NP_116659.1	NP_011833.1	binding	708
NP_013204.1	NP_013376.1	binding	989
NP_012710.1	NP_015509.1	binding	464
NP_013117.1	NP_014005.1	binding	154
NP_011577.3	NP_015513.1	binding	985
NP_010611.3	NP_012039.1	binding	979
NP_013298.1	NP_013847.1	binding	985
NP_010216.1	NP_012369.1	binding	720
NP_009841.1	NP_013737.1	binding	879
NP_012076.3	NP_013884.1	binding	228
NP_014434.1	NP_014788.1	binding	293
NP_013705.1	NP_014093.1	binding	338
NP_010345.3	NP_012466.1	binding	749
NP_009975.1	NP_013956.1	binding	342
NP_010255.1	NP_012526.1	binding	629
NP_010172.1	NP_011674.3	binding	954
NP_013918.1	NP_014093.1	binding	275
NP_010761.3	NP_015261.1	binding	258
NP_010345.3	NP_015341.1	binding	900
NP_009382.2	NP_010167.1	binding	334
NP_009392.2	NP_013930.1	binding	856
NP_013228.1	NP_014217.1	binding	280
NP_013066.1	NP_014849.3	binding	900
NP_011437.3	NP_015232.1	binding	910
NP_014811.3	NP_015081.1	binding	321
NP_012569.1	NP_014986.3	binding	268
NP_116687.1	NP_012122.3	binding	761
NP_009793.1	NP_013441.1	binding	537
NP_011098.3	NP_011519.3	binding	973
NP_011702.1	NP_014837.1	binding	667
NP_014802.3	NP_015147.1	binding	946
NP_011372.3	NP_012923.3	binding	574
NP_012528.1	NP_013522.1	binding	228
NP_012201.1	NP_013924.1	binding	307
NP_010624.3	NP_014793.1	binding	827
NP_014849.3	NP_015107.1	binding	847
NP_010512.1	NP_012243.3	binding	215
NP_011832.1	NP_014357.1	binding	537
NP_013248.1	NP_014286.1	binding	175
NP_011392.1	NP_013918.1	binding	301
NP_009796.1	NP_013633.1	binding	224
NP_116654.1	NP_014338.3	binding	724
NP_010402.3	NP_012018.1	binding	229
NP_009923.2	NP_010943.3	binding	323
NP_009490.1	NP_010281.1	binding	351
NP_010917.3	NP_013007.1	binding	900
NP_011604.3	NP_013764.1	binding	960
NP_011762.1	NP_012988.1	binding	361
NP_010304.3	NP_012039.1	binding	300
NP_011956.1	NP_015469.1	binding	961
NP_011577.3	NP_015335.1	binding	709
NP_009726.3	NP_014117.1	binding	900
NP_009712.1	NP_015317.1	binding	269
NP_011437.3	NP_014017.1	binding	947
NP_009645.1	NP_015161.1	binding	248
NP_009645.1	NP_012809.1	binding	985
NP_010186.1	NP_012070.3	binding	985
NP_012535.3	NP_013956.1	binding	985
NP_013103.1	NP_013323.1	binding	915
NP_116696.2	NP_012602.3	binding	280
NP_012332.1	NP_014154.1	binding	537
NP_010133.1	NP_013764.1	binding	985
NP_010313.3	NP_012123.1	binding	900
NP_013230.1	NP_014262.3	binding	319
NP_011472.1	NP_013703.1	binding	982
NP_009990.1	NP_010232.1	binding	248
NP_010585.3	NP_012535.3	binding	900
NP_013794.1	NP_015260.1	binding	982
NP_009984.1	NP_014633.1	binding	985
NP_010079.1	NP_011859.1	binding	264
NP_011786.1	NP_012070.3	binding	286
NP_013811.1	NP_014017.1	binding	911
NP_012916.1	NP_014793.1	binding	264
NP_012035.1	NP_014853.3	binding	927
NP_012230.3	NP_012599.3	binding	281
NP_010181.2	NP_116696.2	binding	364
NP_011296.1	NP_013930.1	binding	725
NP_010401.1	NP_011859.1	binding	476
NP_013230.1	NP_013298.1	binding	985
NP_011639.3	NP_013360.1	binding	171
NP_010401.1	NP_013109.1	binding	264
NP_010002.3	NP_011568.3	binding	900
NP_011053.1	NP_011956.1	binding	325
NP_009990.1	NP_013248.1	binding	952
NP_012018.1	NP_013007.1	binding	397
NP_009704.1	NP_011386.2	binding	985
NP_009810.3	NP_014793.1	binding	780
NP_011892.1	NP_014045.1	binding	985
NP_011617.1	NP_012040.1	binding	900
NP_009551.2	NP_013617.1	binding	962
NP_013264.1	NP_014708.1	binding	952
NP_009637.1	NP_013156.1	binding	949
NP_012123.1	NP_012897.3	binding	975
NP_013513.3	NP_015463.1	binding	985
NP_010330.1	NP_013172.1	binding	267
NP_012175.1	NP_013323.1	binding	985
NP_013219.1	NP_014405.1	binding	201
NP_013705.1	NP_013918.1	binding	428
NP_011517.1	NP_014003.1	binding	175
NP_011504.3	NP_011467.1	binding	985
NP_010938.1	NP_011504.3	binding	985
NP_116696.2	NP_011774.1	binding	183
NP_010167.1	NP_010478.3	binding	554
NP_011645.3	NP_012332.1	binding	902
NP_011472.1	NP_014506.1	binding	489
NP_011445.1	NP_014986.3	binding	224
NP_009735.3	NP_014016.1	binding	281
NP_014289.1	NP_014849.3	binding	900
NP_012532.3	NP_012916.1	binding	275
NP_013408.1	NP_015438.1	binding	673
NP_010624.3	NP_011903.1	binding	708
NP_010125.1	NP_014900.3	binding	536
NP_011651.3	NP_015428.1	binding	985
NP_011726.1	NP_012923.3	binding	161
NP_009370.1	NP_010704.1	binding	996
NP_012768.1	NP_013109.1	binding	183
NP_012116.1	NP_014126.1	binding	900
NP_011699.1	NP_012369.1	binding	998
NP_009404.1	NP_009645.1	binding	985
NP_009780.1	NP_014328.3	binding	992
NP_012845.1	NP_014324.3	binding	910
NP_012141.1	NP_014328.3	binding	336
NP_012035.1	NP_014802.3	binding	985
NP_010330.1	NP_014837.1	binding	319
NP_012018.1	NP_012535.3	binding	985
NP_011709.1	NP_014580.1	binding	175
NP_010770.3	NP_015174.1	binding	880
NP_009984.1	NP_014221.3	binding	900
NP_013764.1	NP_014849.3	binding	982
NP_009984.1	NP_013727.1	binding	908
NP_011018.1	NP_012892.1	binding	665
NP_010401.1	NP_014527.1	binding	524
NP_009365.1	NP_014093.1	binding	295
NP_011956.1	NP_012175.1	binding	361
NP_009404.1	NP_010748.3	binding	901
NP_011472.1	NP_013172.1	binding	446
NP_009810.3	NP_015141.1	binding	810
NP_010674.3	NP_015158.1	binding	281
NP_012916.1	NP_014811.3	binding	224
NP_010345.3	NP_013007.1	binding	900
NP_010995.1	NP_012522.2	binding	800
NP_013791.1	NP_015348.1	binding	983
NP_010079.1	NP_015081.1	binding	338
NP_013317.1	NP_014015.1	binding	337
NP_010079.1	NP_014013.1	binding	224
NP_012395.1	NP_014986.3	binding	336
NP_012740.1	NP_014580.1	binding	901
NP_116708.1	NP_015428.1	binding	985
NP_012356.2	NP_014246.1	binding	720
NP_009734.1	NP_010606.1	binding	307
NP_009810.3	NP_012916.1	binding	296
NP_012039.1	NP_013847.1	binding	985
NP_012039.1	NP_014267.1	binding	900
NP_012949.1	NP_014849.3	binding	638
NP_010310.1	NP_010772.1	binding	966
NP_116636.1	NP_013633.1	binding	337
NP_014214.1	NP_014619.1	binding	294
NP_012124.1	NP_014663.1	binding	267
NP_009810.3	NP_014788.1	binding	250
NP_010877.3	NP_014093.1	binding	175
NP_013374.1	NP_013487.1	binding	296
NP_011859.1	NP_013918.1	binding	275
NP_014382.1	NP_014281.1	binding	171
NP_011956.1	NP_014178.1	binding	172
NP_011084.1	NP_014357.1	binding	976
NP_009847.4	NP_011309.1	binding	496
NP_011687.1	NP_013486.3	binding	247
NP_013714.1	NP_015170.1	binding	646
NP_012520.1	NP_012424.1	binding	985
NP_011711.3	NP_011936.1	binding	985
NP_013408.1	NP_014011.1	binding	215
NP_011859.1	NP_014147.1	binding	773
NP_011472.1	NP_011445.1	binding	985
NP_014093.1	NP_014830.1	binding	254
NP_011445.1	NP_015419.1	binding	263
NP_010587.1	NP_013379.1	binding	983
NP_012466.1	NP_013847.1	binding	985
NP_014565.2	NP_015282.1	binding	900
NP_009984.1	NP_011957.1	binding	325
NP_009540.2	NP_011687.1	binding	307
NP_013847.1	NP_014930.1	binding	907
NP_010551.1	NP_011362.3	binding	969
NP_011800.3	NP_013701.1	binding	908
NP_013408.1	NP_015089.1	binding	206
NP_013293.1	NP_015489.1	binding	537
NP_014551.1	NP_015161.1	binding	821
NP_010447.3	NP_010770.3	binding	670
NP_009734.1	NP_012655.3	binding	198
NP_009872.1	NP_010611.3	binding	967
NP_010459.1	NP_011308.1	binding	202
NP_116665.1	NP_012777.1	binding	985
NP_012175.1	NP_014633.1	binding	949
NP_012123.1	NP_013703.1	binding	951
NP_011859.1	NP_012916.1	binding	264
NP_011098.3	NP_014853.3	binding	973
NP_011639.3	NP_012265.3	binding	205
NP_012040.1	NP_013175.1	binding	900
NP_011504.3	NP_011892.1	binding	985
NP_012626.1	NP_014217.1	binding	202
NP_011390.2	NP_015302.1	binding	939
NP_010761.3	NP_013633.1	binding	258
NP_011445.1	NP_014286.1	binding	280
NP_012823.2	NP_013617.1	binding	985
NP_009919.3	NP_013521.3	binding	982
NP_009984.1	NP_011956.1	binding	361
NP_009796.1	NP_116660.1	binding	309
NP_012466.1	NP_013727.1	binding	905
NP_710144.3	NP_011422.1	binding	902
NP_012056.1	NP_014905.1	binding	154
NP_012036.1	NP_014892.3	binding	900
NP_009701.3	NP_011848.1	binding	985
NP_011523.3	NP_013500.3	binding	231
NP_011486.1	NP_014565.2	binding	900
NP_011302.1	NP_014499.2	binding	430
NP_011308.1	NP_012875.2	binding	649
NP_012809.1	NP_014991.1	binding	248
NP_010254.1	NP_013777.1	binding	239
NP_012535.3	NP_013103.1	binding	914
NP_010932.1	NP_012122.3	binding	256
NP_010715.3	NP_116659.1	binding	985
NP_010983.2	NP_012868.1	binding	574
NP_011075.3	NP_011519.3	binding	967
NP_010401.1	NP_011848.1	binding	296
NP_014404.3	NP_014803.1	binding	654
NP_011372.3	NP_011736.1	binding	507
NP_010304.3	NP_012949.1	binding	296
NP_012845.1	NP_013064.1	binding	513
NP_011321.1	NP_014643.1	binding	236
NP_009806.3	NP_014003.1	binding	196
NP_116659.1	NP_014902.3	binding	985
NP_012988.1	NP_015317.1	binding	269
NP_012036.1	NP_014244.1	binding	400
NP_011848.1	NP_015366.1	binding	758
NP_010345.3	NP_015463.1	binding	720
NP_010313.3	NP_011472.1	binding	906
NP_009404.1	NP_010777.3	binding	875
NP_116708.1	NP_014902.3	binding	985
NP_012501.1	NP_015470.1	binding	752
NP_011386.2	NP_011576.1	binding	574
NP_012535.3	NP_015199.1	binding	967
NP_010448.1	NP_014624.1	binding	218
NP_009404.1	NP_011100.1	binding	522
NP_009404.1	NP_011100.1	binding	591
NP_010376.3	NP_014017.1	binding	900
NP_012190.1	NP_014685.1	binding	197
NP_011987.1	NP_014371.1	binding	226
NP_116650.1	NP_015380.1	binding	839
NP_010304.3	NP_013440.1	binding	747
NP_009645.1	NP_012569.1	binding	924
NP_014221.3	NP_015107.1	binding	900
NP_010578.3	NP_014214.1	binding	183
NP_013109.1	NP_014289.1	binding	900
NP_011596.1	NP_014634.1	binding	721
NP_116710.1	NP_012190.1	binding	985
NP_010569.3	NP_011605.1	binding	729
NP_010626.1	NP_010888.1	binding	967
NP_011516.1	NP_015089.1	binding	985
NP_013834.1	NP_015006.3	binding	565
NP_011437.3	NP_013764.1	binding	963
NP_012505.1	NP_013370.1	binding	307
NP_011586.1	NP_015147.1	binding	616
NP_014712.2	NP_015002.3	binding	211
NP_011084.1	NP_011832.1	binding	311
NP_012916.1	NP_015469.1	binding	900
NP_009810.3	NP_015463.1	binding	218
NP_010890.3	NP_013264.1	binding	952
NP_013986.1	NP_014685.1	binding	660
NP_011949.1	NP_014499.2	binding	813
NP_012346.1	NP_013482.1	binding	400
NP_012626.1	NP_012864.1	binding	910
NP_009712.1	NP_012584.3	binding	910
NP_014788.1	NP_015313.1	binding	900
NP_009369.1	NP_013246.1	binding	963
NP_013248.1	NP_015147.1	binding	963
NP_013544.1	NP_013737.1	binding	879
NP_009635.1	NP_014040.1	binding	996
NP_010181.2	NP_012602.3	binding	896
NP_014902.3	NP_015428.1	binding	985
NP_011997.1	NP_014292.3	binding	203
NP_009935.1	NP_014156.2	binding	538
NP_013271.1	NP_015354.1	binding	985
NP_009645.1	NP_012273.1	binding	985
NP_010121.1	NP_116636.1	binding	274
NP_012273.1	NP_014450.3	binding	808
NP_012989.3	NP_013102.1	binding	749
NP_012923.3	NP_013737.1	binding	670
NP_010133.1	NP_014192.1	binding	303
NP_014003.1	NP_015323.1	binding	292
NP_009819.1	NP_012148.1	binding	560
NP_015199.1	NP_015470.1	binding	985
NP_010578.3	NP_011736.1	binding	183
NP_011777.3	NP_013271.1	binding	794
NP_014013.1	NP_014434.1	binding	224
NP_011673.1	NP_012607.1	binding	976
NP_011987.1	NP_013115.1	binding	974
NP_010478.3	NP_014689.1	binding	922
NP_010476.1	NP_010621.1	binding	979
NP_010587.1	NP_014217.1	binding	268
NP_009365.1	NP_010717.1	binding	231
NP_009365.1	NP_014017.1	binding	905
NP_013866.1	NP_013879.1	binding	273
NP_009365.1	NP_013102.1	binding	900
NP_012533.1	NP_015433.1	binding	985
NP_009404.1	NP_015344.1	binding	985
NP_011604.3	NP_013513.3	binding	985
NP_010760.3	NP_013126.1	binding	948
NP_013105.1	NP_015381.1	binding	985
NP_010777.3	NP_013763.1	binding	971
NP_014357.1	NP_014624.1	binding	643
NP_014451.1	NP_015156.1	binding	900
NP_013642.1	NP_014126.1	binding	910
NP_011949.1	NP_014643.1	binding	940
NP_011617.1	NP_014452.1	binding	482
NP_010621.1	NP_011516.1	binding	986
NP_012056.1	NP_013341.1	binding	286
NP_011731.3	NP_015312.1	binding	916
NP_009929.1	NP_013737.1	binding	879
NP_009872.1	NP_010626.1	binding	985
NP_011084.1	NP_116650.1	binding	351
NP_012472.1	NP_013918.1	binding	428
NP_010326.1	NP_012346.1	binding	280
NP_010692.3	NP_011702.1	binding	915
NP_010310.1	NP_011084.1	binding	883
NP_010133.1	NP_012779.1	binding	864
NP_011859.1	NP_015081.1	binding	338
NP_011726.1	NP_014093.1	binding	152
NP_011098.3	NP_014551.1	binding	749
NP_010953.1	NP_014017.1	binding	900
NP_010181.2	NP_010674.3	binding	268
NP_012122.3	NP_012461.1	binding	896
NP_011037.3	NP_012035.1	binding	985
NP_012426.1	NP_013764.1	binding	989
NP_010253.2	NP_015282.1	binding	900
NP_011447.1	NP_011859.1	binding	672
NP_014112.1	NP_014579.1	binding	749
NP_010460.1	NP_014214.1	binding	777
NP_011037.3	NP_011437.3	binding	274
NP_013064.1	NP_013218.1	binding	995
NP_011723.1	NP_015001.1	binding	656
NP_013617.1	NP_014093.1	binding	272
NP_009810.3	NP_013323.1	binding	179
NP_010055.1	NP_012592.1	binding	172
NP_010757.3	NP_012024.1	binding	534
NP_011447.1	NP_013737.1	binding	428
NP_011716.3	NP_015224.1	binding	985
NP_013705.1	NP_014147.1	binding	670
NP_011520.2	NP_012035.1	binding	951
NP_013670.1	NP_014785.3	binding	307
NP_011053.1	NP_013230.1	binding	776
NP_011892.1	NP_012777.1	binding	985
NP_010953.1	NP_014565.2	binding	900
NP_013230.1	NP_014452.1	binding	808
NP_010942.1	NP_011092.1	binding	920
NP_011386.2	NP_014393.1	binding	750
NP_010524.3	NP_014579.1	binding	861
NP_009704.1	NP_011726.1	binding	275
NP_710144.3	NP_011628.4	binding	961
NP_011547.3	NP_015262.1	binding	982
NP_116636.1	NP_013248.1	binding	996
NP_011671.3	NP_014152.1	binding	325
NP_010280.1	NP_010863.1	binding	927
NP_012175.1	NP_012426.1	binding	989
NP_011762.1	NP_012778.1	binding	948
NP_012923.3	NP_014147.1	binding	670
NP_011519.3	NP_012395.1	binding	981
NP_011386.2	NP_011736.1	binding	884
NP_010079.1	NP_010942.1	binding	183
NP_011605.1	NP_011702.1	binding	428
NP_014403.3	NP_015499.1	binding	518
NP_015317.1	NP_015381.1	binding	361
NP_013705.1	NP_014393.1	binding	794
NP_009616.1	NP_011314.2	binding	988
NP_010592.1	NP_013456.1	binding	900
NP_010447.3	NP_011645.3	binding	670
NP_013126.1	NP_013309.1	binding	964
NP_010692.3	NP_015458.1	binding	226
NP_116665.1	NP_015433.1	binding	985
NP_010372.3	NP_012426.1	binding	548
NP_011736.1	NP_015081.1	binding	365
NP_010756.3	NP_013179.1	binding	868
NP_010578.3	NP_116674.2	binding	235
NP_012749.1	NP_015341.1	binding	962
NP_009369.1	NP_010888.1	binding	962
NP_012039.1	NP_013956.1	binding	942
NP_010372.3	NP_012524.3	binding	548
NP_010692.3	NP_010707.3	binding	319
NP_010748.3	NP_014837.1	binding	900
NP_011075.3	NP_015335.1	binding	282
NP_011848.1	NP_013987.1	binding	985
NP_009704.1	NP_014830.1	binding	585
NP_011762.1	NP_014986.3	binding	296
NP_011596.1	NP_012941.1	binding	900
NP_010585.3	NP_013513.3	binding	900
NP_009370.1	NP_010946.3	binding	905
NP_010715.3	NP_010877.3	binding	785
NP_010086.2	NP_010532.3	binding	915
NP_010451.3	NP_014493.1	binding	976
NP_015113.1	NP_015469.1	binding	961
NP_015129.1	NP_015354.1	binding	828
NP_012602.3	NP_012879.1	binding	985
NP_010932.1	NP_013187.1	binding	172
NP_010276.3	NP_012586.1	binding	196
NP_010917.3	NP_014017.1	binding	907
NP_012535.3	NP_014017.1	binding	911
NP_010606.1	NP_013115.1	binding	311
NP_012466.1	NP_014324.3	binding	985
NP_010704.1	NP_012035.1	binding	966
NP_012749.1	NP_014338.3	binding	900
NP_010406.3	NP_012523.2	binding	172
NP_013764.1	NP_014633.1	binding	900
NP_009370.1	NP_010304.3	binding	884
NP_010253.2	NP_013102.1	binding	900
NP_010652.3	NP_012395.1	binding	231
NP_012892.1	NP_013408.1	binding	272
NP_011075.3	NP_015203.1	binding	976
NP_010451.3	NP_011382.1	binding	264
NP_011833.1	NP_012777.1	binding	725
NP_009700.1	NP_015232.1	binding	719
NP_010620.3	NP_013975.1	binding	928
NP_010888.1	NP_014609.1	binding	163
NP_011308.1	NP_011577.3	binding	965
NP_011392.1	NP_014527.1	binding	365
NP_116654.1	NP_012426.1	binding	955
NP_009701.3	NP_012346.1	binding	985
NP_011422.1	NP_015091.1	binding	940
NP_009701.3	NP_013408.1	binding	256
NP_010514.3	NP_014867.1	binding	270
NP_013956.1	NP_014565.2	binding	706
NP_013763.1	NP_015461.1	binding	938
NP_010652.3	NP_012728.1	binding	321
NP_010529.3	NP_014175.1	binding	190
NP_010761.3	NP_014382.1	binding	217
NP_010401.1	NP_014003.1	binding	175
NP_010888.1	NP_012175.1	binding	908
NP_011956.1	NP_014436.1	binding	910
NP_010451.3	NP_011277.1	binding	632
NP_010498.1	NP_012598.1	binding	985
NP_013513.3	NP_014633.1	binding	978
NP_012190.1	NP_014045.1	binding	985
NP_010626.1	NP_011956.1	binding	319
NP_013930.1	NP_014268.1	binding	982
NP_014013.1	NP_015081.1	binding	270
NP_116636.1	NP_015111.1	binding	985
NP_011447.1	NP_014221.3	binding	342
NP_011089.4	NP_013105.1	binding	947
NP_013008.3	NP_013451.1	binding	260
NP_116629.1	NP_015089.1	binding	651
NP_009712.1	NP_014985.1	binding	962
NP_009704.1	NP_010326.1	binding	974
NP_011534.1	NP_015247.1	binding	901
NP_010012.1	NP_012599.3	binding	347
NP_012123.1	NP_012865.1	binding	966
NP_012916.1	NP_012841.1	binding	263
NP_009975.1	NP_011848.1	binding	365
NP_012916.1	NP_014262.3	binding	224
NP_010133.1	NP_012524.3	binding	950
NP_011343.1	NP_013008.3	binding	536
NP_011018.1	NP_013341.1	binding	288
NP_010080.1	NP_014337.3	binding	962
NP_116696.2	NP_012243.3	binding	270
NP_012017.1	NP_013705.1	binding	338
NP_010330.1	NP_014400.1	binding	985
NP_013544.1	NP_015141.1	binding	772
NP_011392.1	NP_012017.1	binding	296
NP_010133.1	NP_012466.1	binding	985
NP_015303.1	NP_015203.1	binding	907
NP_014633.1	NP_015107.1	binding	982
NP_014904.3	NP_015007.1	binding	985
NP_010163.1	NP_014819.3	binding	536
NP_013066.1	NP_015469.1	binding	900
NP_010890.3	NP_015517.1	binding	997
NP_010692.3	NP_012243.3	binding	985
NP_009975.1	NP_014527.1	binding	879
NP_010253.2	NP_012039.1	binding	300
NP_011639.3	NP_013714.1	binding	183
NP_013784.1	NP_015433.1	binding	197
NP_011645.3	NP_013967.1	binding	905
NP_012057.3	NP_015224.1	binding	928
NP_011084.1	NP_014112.1	binding	536
NP_010304.3	NP_011037.3	binding	151
NP_011774.1	NP_014860.1	binding	908
NP_010401.1	NP_014214.1	binding	948
NP_009621.3	NP_010652.3	binding	979
NP_010345.3	NP_013513.3	binding	749
NP_012916.1	NP_014849.3	binding	910
NP_116656.1	NP_014451.1	binding	913
NP_011037.3	NP_012728.1	binding	296
NP_011450.1	NP_015249.1	binding	188
